"ENTIDAD","MUN","LOC","co_mean","no_mean","no2_mean","nox_mean","o3_mean","pm10_mean","pm25_mean","so2_mean"
09,013,0205,0.0291,25.5591,20.0802,42.5027,36.5687,43.0730,20.7151,9.8757
09,013,0206,0.0276,26.4996,19.8364,42.7227,36.6377,42.8657,20.6837,9.9190
09,013,0209,0.0263,27.4997,19.5661,42.9539,36.7129,42.7038,20.6683,9.9655
09,013,0210,0.0236,29.9226,19.3547,43.6009,36.4614,41.6284,20.4102,10.0384
09,013,0213,0.0281,23.9930,20.9811,42.8299,36.5311,42.1840,20.3768,9.7420
09,013,0214,0.0288,23.8311,20.8321,42.0948,36.3901,42.7504,20.5513,9.7631
09,013,0215,0.0288,24.5477,20.7072,43.0164,36.4713,42.4020,20.4647,9.7884
09,013,0218,0.0281,25.0867,20.3594,42.3990,36.4760,42.8048,20.6126,9.8392
09,013,0224,0.0418,23.4292,20.0103,43.6438,36.8602,46.0497,21.5514,9.7742
09,013,0226,0.0383,26.1014,19.0893,44.3791,37.5725,45.4789,21.4684,9.9052
09,013,0231,0.0369,23.5286,20.1441,43.4997,36.7067,45.1560,21.2882,9.7946
09,013,0232,0.0396,23.3947,20.1459,43.4491,36.7211,45.3747,21.3498,9.7857
09,013,0234,0.0508,23.1283,20.0512,43.1477,36.8136,46.9645,21.8004,9.7300
09,013,0236,0.0418,23.8774,19.8651,43.7952,36.9662,45.8577,21.5098,9.7994
09,013,0237,0.0281,25.9238,20.1531,42.6356,36.5219,42.5984,20.5772,9.8772
09,013,0238,0.0541,19.6458,21.4160,42.1468,35.8178,47.3657,21.8193,9.5523
09,013,0239,0.0389,24.2333,19.7421,43.9322,37.0589,45.7716,21.4960,9.8175
09,013,0242,0.0493,20.5901,21.0332,42.5189,36.0922,47.1050,21.7701,9.6087
09,013,0243,0.0493,20.0334,21.2738,42.3726,35.9262,47.0862,21.7482,9.5811
09,013,0244,0.0493,20.4130,21.1122,42.4727,36.0389,47.0637,21.7529,9.6011
09,013,0246,0.0330,24.6382,19.8679,43.9162,36.8502,44.5737,21.1500,9.8523
09,013,0249,0.0453,18.1303,22.3462,42.5890,35.1935,46.0640,21.3717,9.4835
09,013,0251,0.0273,25.2835,20.4718,43.2102,36.4899,42.3571,20.4761,9.8292
09,013,0252,0.0317,22.1357,21.4955,42.2765,36.3198,42.6766,20.4804,9.6513
09,013,0253,0.0251,29.4836,19.1725,43.4444,36.7165,42.1947,20.5754,10.0455
09,013,0257,0.0290,23.6385,21.1207,42.6858,36.5552,42.1411,20.3526,9.7170
09,013,0258,0.0297,23.4040,21.1523,42.6656,36.4979,42.2898,20.3929,9.7113
09,013,0261,0.0442,23.1771,20.0656,43.4233,36.8225,46.4115,21.6479,9.7522
09,013,0262,0.0508,23.6417,19.8683,43.2901,36.9581,46.8753,21.7894,9.7550
09,013,0263,0.0508,23.0608,20.0862,43.2579,36.8006,46.7190,21.7311,9.7366
09,013,0264,0.0236,29.8424,19.3499,43.5905,36.4801,41.6799,20.4239,10.0373
09,013,0265,0.0317,21.1161,21.8296,41.9020,36.1570,42.9080,20.5303,9.5946
09,013,0266,0.0274,24.6223,20.8772,43.0062,36.6254,41.8784,20.2982,9.7614
09,013,0267,0.0359,22.3349,20.6657,44.2296,36.3357,45.0239,21.2041,9.7329
09,013,0269,0.0352,23.4063,20.2199,43.5056,36.6441,45.0507,21.2517,9.7891
09,013,0270,0.0317,21.7834,21.5550,42.1551,36.2136,42.9181,20.5453,9.6411
09,013,0271,0.0614,20.6218,20.9712,42.0594,36.0078,48.0988,22.0425,9.5694
09,013,0273,0.0263,28.7125,19.3219,43.2740,36.7229,42.3821,20.6087,10.0149
09,013,0274,0.0389,24.8653,19.5730,43.7960,37.1643,45.3695,21.3983,9.8548
09,013,0275,0.0263,28.4960,19.4052,43.2256,36.6850,42.3592,20.5940,10.0030
09,013,0276,0.0274,25.2008,20.7041,43.1635,36.6081,41.8323,20.3024,9.7934
09,013,0277,0.0442,23.8944,19.8391,43.7295,36.9922,45.9952,21.5503,9.7965
09,013,0278,0.0274,25.5249,20.6581,43.2644,36.6416,41.6793,20.2633,9.8026
09,013,0281,0.0276,26.8765,19.7344,42.8219,36.6662,42.8016,20.6770,9.9366
09,013,0282,0.0276,26.9795,19.7291,42.8384,36.6568,42.7363,20.6600,9.9397
09,013,0283,0.0346,25.4428,19.4923,44.0581,37.1606,44.7911,21.2445,9.8898
09,013,0284,0.0281,24.8636,20.4142,42.3605,36.4606,42.8667,20.6242,9.8291
09,013,0285,0.0274,25.3249,20.6995,43.2235,36.6345,41.7385,20.2759,9.7947
09,013,0286,0.0404,25.9960,19.1097,44.3222,37.5638,45.5994,21.4997,9.8974
09,013,0287,0.0523,20.7782,20.9476,42.5090,36.1473,47.1901,21.7999,9.6151
09,013,0289,0.0236,29.7157,19.5088,44.3822,36.4046,41.4559,20.3466,10.0173
09,013,0290,0.0297,22.4413,21.3867,42.3581,36.3451,42.6492,20.4791,9.6700
09,013,0291,0.0396,23.2177,20.1718,43.3114,36.7150,45.5859,21.4071,9.7741
09,013,0292,0.0452,22.3378,20.4260,43.3288,36.5459,46.1556,21.5469,9.7204
09,013,0293,0.0346,25.9608,19.3284,44.2218,37.2731,44.6745,21.2268,9.9148
09,013,0294,0.0352,24.4465,19.9749,43.8872,36.7640,44.4714,21.1117,9.8425
09,013,0295,0.0614,20.1325,21.1644,41.8987,35.8771,48.1627,22.0507,9.5437
09,014,0001,0.2042,8.9200,29.3050,51.9211,33.2427,44.3962,22.8510,8.1762
09,015,0001,1.6569,8.9491,30.4164,54.3764,31.8416,48.6944,25.0273,7.3231
09,016,0001,0.5357,10.6503,29.1952,51.6181,32.0522,43.7076,23.1631,7.7534
09,017,0001,0.8488,7.4480,30.3728,53.1417,32.4378,50.5496,25.0596,7.6145
