REL_H_M,PROM_HNV,GRAPROES,PROM_OCUP,P3HLINHE_M,P5_HLI_NHE,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,VIVPAR_UT,VPH_PISOTI,VPH_1CUART,VPH_AGUAFV,VPH_LETR,VPH_NODREN,VPH_SNBIEN,VPH_SINRTV,VPH_SINTIC
87.11,1.11,9.12,2.46,2.3033354600797413e-6,1.746375785141447e-5,0.24602290906763935,0.0165438276196272,6.5739282873699e-4,0.00161155814005905,0.02737053527212757,0.0011768143230477,0.00825275860796398,0.00888563956921519,6.4502257579015e-4,0.00716835333804032,2.1500752526338e-4,2.5000875030626073e-5,1.6500577520213e-4,5.7001995069827e-4,0.01082911736421792,9.5503342616991e-4
95.78,2.04,14.55,4.29,1.5464546848081e-4,3.6546433167665e-4,0.5830838279781043,0.16543223099508478,0.17020136146795548,0.042071835304424,0.233875841670044,0.00641728665856478,0.24433856003794055,0.04667134414550557,0.03615296182005204,0.11350507416081186,0.09011903507847888,0.01113054265702938,0.00916464763509954,0.00511548881847821,0.03106029296964687,0.00940380387648494
